TeamID , SEASON , LeagueID , PLAYER , NUM , POSITION , HEIGHT , WEIGHT , BIRTH_DATE , AGE , EXP , SCHOOL , PLAYER_ID , 
1610612765 , 2014 , 00 , Reggie Jackson , 1 , G , 6-3 , 208 , APR 16 1990 , 25.0 , 3 , Boston College , 202704 , 
1610612765 , 2014 , 00 , Shawne Williams , 3 , F , 6-10 , 230 , FEB 16 1986 , 29.0 , 7 , Memphis , 200761 , 
1610612765 , 2014 , 00 , Kentavious Caldwell-Pope , 5 , G , 6-5 , 205 , FEB 18 1993 , 22.0 , 1 , Georgia , 203484 , 
1610612765 , 2014 , 00 , Brandon Jennings , 7 , G , 6-1 , 169 , SEP 23 1989 , 25.0 , 5 , Oak Hill Academy (VA) , 201943 , 
1610612765 , 2014 , 00 , Spencer Dinwiddie , 8 , G , 6-6 , 200 , APR 06 1993 , 22.0 , R , Colorado , 203915 , 
1610612765 , 2014 , 00 , John Lucas III , 9 , G , 5-11 , 166 , NOV 21 1982 , 32.0 , 6 , Oklahoma State , 101249 , 
1610612765 , 2014 , 00 , Greg Monroe , 10 , F-C , 6-11 , 250 , JUN 04 1990 , 25.0 , 4 , Georgetown , 202328 , 
1610612765 , 2014 , 00 , Jodie Meeks , 20 , G , 6-4 , 210 , AUG 21 1987 , 27.0 , 5 , Kentucky , 201975 , 
1610612765 , 2014 , 00 , Tayshaun Prince , 22 , F , 6-9 , 215 , FEB 28 1980 , 35.0 , 12 , Kentucky , 2419 , 
1610612765 , 2014 , 00 , Caron Butler , 31 , F , 6-7 , 228 , MAR 13 1980 , 35.0 , 12 , Connecticut , 2406 , 
1610612765 , 2014 , 00 , Quincy Miller , 34 , F , 6-9 , 210 , NOV 18 1992 , 22.0 , 2 , Baylor , 203113 , 
1610612765 , 2014 , 00 , Cartier Martin , 35 , F , 6-7 , 220 , NOV 20 1984 , 30.0 , 6 , Kansas State , 201858 , 
1610612765 , 2014 , 00 , Anthony Tolliver , 43 , F , 6-8 , 240 , JUN 01 1985 , 30.0 , 6 , Creighton , 201229 , 
1610612765 , 2014 , 00 , Joel Anthony , 50 , C , 6-9 , 245 , AUG 09 1982 , 32.0 , 7 , Nevada-Las Vegas , 201202 , 
1610612766 , 2014 , 00 , Lance Stephenson , 1 , G , 6-5 , 230 , SEP 05 1990 , 24.0 , 4 , Cincinnati , 202362 , 
1610612766 , 2014 , 00 , Marvin Williams , 2 , F , 6-9 , 237 , JUN 19 1986 , 29.0 , 9 , North Carolina , 101107 , 
1610612766 , 2014 , 00 , Mo Williams , 7 , G , 6-1 , 198 , DEC 19 1982 , 32.0 , 11 , Alabama , 2590 , 
1610612766 , 2014 , 00 , Bismack Biyombo , 8 , C-F , 6-9 , 245 , AUG 28 1992 , 22.0 , 3 , Lubumbashi DR Congo , 202687 , 
1610612766 , 2014 , 00 , Gerald Henderson , 9 , G-F , 6-5 , 215 , DEC 09 1987 , 27.0 , 5 , Duke , 201945 , 
1610612766 , 2014 , 00 , Noah Vonleh , 11 , F , 6-10 , 240 , AUG 24 1995 , 19.0 , R , Indiana , 203943 , 
1610612766 , 2014 , 00 , Michael Kidd-Gilchrist , 14 , F , 6-7 , 232 , SEP 26 1993 , 21.0 , 2 , Kentucky , 203077 , 
1610612766 , 2014 , 00 , Kemba Walker , 15 , G , 6-1 , 184 , MAY 08 1990 , 25.0 , 3 , Connecticut , 202689 , 
1610612766 , 2014 , 00 , PJ Hairston , 19 , G-F , 6-6 , 230 , DEC 24 1992 , 22.0 , R , North Carolina , 203798 , 
1610612766 , 2014 , 00 , Brian Roberts , 22 , G , 6-1 , 173 , DEC 03 1985 , 29.0 , 2 , Dayton , 203148 , 
1610612766 , 2014 , 00 , Al Jefferson , 25 , C , 6-10 , 289 , JAN 04 1985 , 30.0 , 10 , Prentiss HS (MS) , 2744 , 
1610612766 , 2014 , 00 , Troy Daniels , 30 , G , 6-4 , 205 , JUL 15 1991 , 23.0 , 1 , Virginia Commonwealth , 203584 , 
1610612766 , 2014 , 00 , Cody Zeller , 40 , F-C , 7-0 , 240 , OCT 05 1992 , 22.0 , 1 , Indiana , 203469 , 
1610612766 , 2014 , 00 , Jeff Taylor , 44 , F , 6-7 , 225 , MAY 23 1989 , 26.0 , 2 , Vanderbilt , 203106 , 
1610612766 , 2014 , 00 , Jason Maxiell , 54 , F , 6-7 , 260 , FEB 18 1983 , 32.0 , 9 , Cincinnati , 101131 , 
